latitude,longitude
37.7528,-122.5055
37.7635,-122.4641
37.7669,-122.4759
37.7633,-122.4816
37.7543,-122.4839
37.7597,-122.5094
37.7606,-122.5056
37.7778,-122.423
37.7778,-122.4333
37.7804,-122.4728
37.7811,-122.4474
37.7645,-122.4589
37.7991,-122.4341
37.7421,-122.494
37.7447,-122.4779
37.768,-122.4584
37.7608,-122.4988
37.753,-122.5071
37.7641,-122.4707
37.764,-122.4706
37.722,-122.4542
37.766,-122.4561
37.7448,-122.4775
37.7642,-122.4674
37.7642,-122.4674
37.7642,-122.4674
37.766,-122.4491
37.7505,-122.4338
37.7643,-122.501
37.7748,-122.419
37.7458,-122.4958
37.7421,-122.494
37.7867,-122.4534
37.7662,-122.4311
37.7634,-122.4797
37.7735,-122.4272
37.7623,-122.5062
37.7626,-122.4979
37.7539,-122.4884
37.744,-122.4984
37.7646,-122.4891
37.772,-122.4254
37.7592,-122.4367
37.782,-122.4224
37.7541,-122.4774
37.7636,-122.4641
37.7643,-122.4674
37.7787,-122.4586
37.7808,-122.5119
37.7635,-122.4641
37.7419,-122.503
37.7389,-122.4678
37.7605,-122.5044
37.7692,-122.427
37.7458,-122.4957
37.765,-122.399
37.7604,-122.5083
37.7633,-122.4814
37.7541,-122.4813
37.7644,-122.4532
37.7642,-122.4707
37.7431,-122.4774
37.7436,-122.5071
37.7635,-122.4641
37.7642,-122.4706
37.742,-122.5021
37.7636,-122.4789
37.7636,-122.4777
37.7636,-122.4777
37.7657,-122.418
37.7649,-122.4211
37.7534,-122.4971
37.7534,-122.4977
37.7636,-122.4797
37.7637,-122.4642
37.7633,-122.4814
37.7987,-122.4452
37.7565,-122.5084
37.7604,-122.5095
37.7642,-122.4674
37.7836,-122.4933
37.7767,-122.4738
37.7663,-122.4595
37.7428,-122.4855
37.7731,-122.4391
37.7641,-122.4674
37.7425,-122.4903
37.7424,-122.4903
37.7642,-122.4706
37.7499,-122.4932
37.7606,-122.5039
37.7698,-122.4674
37.7609,-122.4922
37.755,-122.4258
37.7875,-122.4167
37.7221,-122.4532
37.764,-122.4707
37.7734,-122.4443
37.7639,-122.5096
37.7832,-122.4611
37.7656,-122.4666
37.7692,-122.4858
37.7639,-122.5095
37.7653,-122.4664
37.7634,-122.4794
37.773,-122.4897
37.7613,-122.4286
37.7532,-122.4981
37.7626,-122.5071
37.7419,-122.4983
37.7523,-122.5001
37.7611,-122.4324
37.7612,-122.4262
37.7611,-122.4924
37.7496,-122.4924
37.7949,-122.4222
37.7604,-122.4672
37.7662,-122.431
37.7941,-122.4225
37.7636,-122.4641
37.7605,-122.5082
37.7987,-122.4452
37.7506,-122.444
37.7801,-122.4876
37.7572,-122.5091
37.7763,-122.4822
37.756,-122.4776
37.7543,-122.4053
37.7702,-122.4155
37.7502,-122.4914
37.8048,-122.4327
37.7382,-122.4979
37.7659,-122.4493
37.7642,-122.4674
37.7832,-122.4473
37.7114,-122.4526
37.7812,-122.4472
37.7811,-122.4473
37.7697,-122.4535
37.7575,-122.4669
37.7898,-122.4753
37.7623,-122.507
37.7722,-122.4971
37.7811,-122.5032
37.7729,-122.5091
37.7603,-122.505
37.7735,-122.4271
37.7612,-122.4892
37.7611,-122.4324
37.7865,-122.4733
37.772,-122.5034
37.756,-122.4778
37.7659,-122.4492
37.7734,-122.442
37.7863,-122.4669
37.7663,-122.4311
37.7514,-122.4978
37.7622,-122.4658
37.7633,-122.4816
37.7523,-122.4761
37.7638,-122.4761
37.7478,-122.4955
37.7425,-122.4904
37.7636,-122.4641
37.7683,-122.4196
37.7635,-122.4801
37.7324,-122.4793
37.7584,-122.5089
37.7635,-122.4801
37.7642,-122.4673
37.7777,-122.4332
37.7448,-122.4811
37.7852,-122.4186
37.7759,-122.4376
37.7819,-122.4828
37.7787,-122.4035
37.7155,-122.4741
37.7736,-122.4342
37.7692,-122.445
37.7916,-122.4339
37.7531,-122.5048
37.773,-122.509
37.7624,-122.5062
37.7833,-122.4311
37.7623,-122.5093
37.7623,-122.5093
37.7637,-122.4782
37.7326,-122.4897
37.77,-122.4681
37.7635,-122.4835
37.7642,-122.4707
37.7552,-122.4992
37.7643,-122.4674
37.7603,-122.4747
37.7743,-122.4293
37.7659,-122.4493
37.742,-122.4994
37.7729,-122.5091
37.7833,-122.4311
37.7698,-122.4503
37.7803,-122.4728
37.7551,-122.4211
37.7732,-122.4391
37.7609,-122.4922
37.7492,-122.508
37.7719,-122.4537
37.7446,-122.4397
37.7643,-122.5006
37.7641,-122.4707
37.7777,-122.4546
37.7582,-122.4263
37.7602,-122.4217
37.7583,-122.5089
37.763,-122.4608
37.7824,-122.4656
37.754,-122.4884
37.7643,-122.4674
37.772,-122.4537
37.7643,-122.4674
37.7642,-122.4674
37.7132,-122.4564
37.7425,-122.4903
37.7833,-122.4311
37.7635,-122.48
37.7716,-122.4925
37.7687,-122.4156
37.7179,-122.4785
37.7328,-122.4766
37.7632,-122.4803
37.7715,-122.4709
37.7556,-122.4719
37.7438,-122.4998
37.7286,-122.4922
37.7568,-122.5023
37.7464,-122.504
37.717,-122.473
37.761,-122.4325
37.7643,-122.5054
37.7237,-122.4552
37.7462,-122.4878
37.7511,-122.4391
37.7751,-122.465
37.7666,-122.4531
37.7833,-122.4806
37.7429,-122.482
37.7623,-122.5062
37.7642,-122.4674
37.7356,-122.5049
37.757,-122.5024
37.734,-122.4821
37.761,-122.49
37.7784,-122.4837
37.7702,-122.4155
37.7567,-122.5091
37.7643,-122.4674
37.7608,-122.5037
37.7673,-122.4611
37.7803,-122.4728
37.7918,-122.4393
37.7586,-122.5079
37.7586,-122.5079
37.7569,-122.5088
37.7641,-122.4707
37.7719,-122.4537
37.7707,-122.4416
37.7759,-122.4212
37.7606,-122.5044
37.7541,-122.4841
37.7426,-122.4907
37.7532,-122.4981
37.7445,-122.4877
37.7589,-122.4639
37.7453,-122.5074
37.7727,-122.4806
37.7749,-122.4467
37.7622,-122.5062
37.7529,-122.5057
37.7538,-122.4906
37.7499,-122.4998
37.7659,-122.4492
37.7629,-122.4761
37.7636,-122.4744
37.7468,-122.419
37.7636,-122.4744
37.7644,-122.4663
37.7654,-122.4752
37.7648,-122.4717
37.7725,-122.4845
37.7771,-122.4444
37.7748,-122.4465
37.7633,-122.4839
37.7636,-122.4641
37.7623,-122.5081
37.7636,-122.4641
37.7429,-122.4845
37.7425,-122.4898
37.7635,-122.4641
37.7534,-122.4978
37.773,-122.509
37.7504,-122.4769
37.7534,-122.4978
37.7532,-122.4712
37.7817,-122.4929
37.7415,-122.5056
37.7568,-122.5026
37.7459,-122.4578
37.7534,-122.5034
37.7735,-122.4271
37.7635,-122.4641
37.7786,-122.4384
37.7774,-122.4422
37.7614,-122.4265
37.7604,-122.4617
37.7568,-122.5023
37.7476,-122.5011
37.7417,-122.5055
37.7633,-122.4448
37.7606,-122.5043
37.7474,-122.5011
37.7653,-122.4603
37.7793,-122.4879
37.7642,-122.4674
37.7839,-122.4819
37.7531,-122.5064
37.8002,-122.4259
37.7774,-122.4419
37.7627,-122.4944
37.7774,-122.4421
37.7606,-122.5043
37.7635,-122.4789
37.7732,-122.4392
37.7567,-122.5058
37.7964,-122.4169
37.7355,-122.4247
37.7426,-122.5015
37.7708,-122.4864
37.7737,-122.4392
37.7776,-122.4331
37.7632,-122.4852
37.7785,-122.4587
37.7786,-122.4586
37.7591,-122.4214
37.7725,-122.4474
37.7633,-122.4838
37.7602,-122.4215
37.7611,-122.4868
37.7942,-122.4218
37.7903,-122.4449
37.7816,-122.4588
37.764,-122.4707
37.7233,-122.4533
37.764,-122.4707
37.7632,-122.4852
37.7536,-122.4893
37.7771,-122.4618
37.7381,-122.4693
37.7635,-122.4641
37.76,-122.4226
37.7545,-122.4915
37.766,-122.4492
37.7633,-122.4196
37.7778,-122.4227
37.7633,-122.4838
37.7908,-122.4291
37.7643,-122.501
37.7631,-122.4856
37.7693,-122.427
37.7382,-122.4979
37.764,-122.5097
37.7321,-122.4865
37.7603,-122.5049
37.7658,-122.4576
37.7604,-122.5095
37.7419,-122.5003
37.7767,-122.4112
37.7723,-122.3929
37.7527,-122.4438
37.7436,-122.4769
37.7786,-122.4587
37.7381,-122.5064
37.753,-122.5066
37.7529,-122.5057
37.7529,-122.5056
37.7685,-122.4484
37.7643,-122.4602
37.7437,-122.4998
37.7877,-122.4853
37.7732,-122.4391
37.7623,-122.5067
37.7418,-122.4799
37.7497,-122.4933
37.8048,-122.4428
37.7893,-122.4205
37.7626,-122.4355
37.7605,-122.5081
37.7659,-122.4492
37.7449,-122.4878
37.7809,-122.4622
37.7626,-122.4984
37.7631,-122.485
37.7634,-122.422
37.7433,-122.4738
37.7867,-122.4534
37.7873,-122.4133
37.7534,-122.4972
37.7633,-122.422
37.7582,-122.4262
37.7815,-122.4588
37.7639,-122.5097
37.7609,-122.5093
37.7727,-122.4806
37.7736,-122.4714
37.7446,-122.4802
37.773,-122.4391
37.779,-122.5138
37.7643,-122.501
37.7592,-122.4215
37.7748,-122.419
37.7514,-122.5005
37.7538,-122.4887
37.7921,-122.4293
37.7633,-122.4812
37.7639,-122.5097
37.7641,-122.4707
37.7866,-122.4534
37.7602,-122.5097
37.776,-122.4377
37.7703,-122.4155
37.7503,-122.4914
37.7754,-122.4361
37.7636,-122.4641
37.7896,-122.4407
37.7759,-122.4377
37.7675,-122.4517
37.7752,-122.465
37.7412,-122.507
37.7555,-122.4181
37.7642,-122.4674
37.7773,-122.4421
37.7817,-122.4928
37.7639,-122.4707
37.7811,-122.4946
37.7532,-122.4981
37.7799,-122.4878
37.7612,-122.4901
37.7379,-122.5067
37.7417,-122.5055
37.7658,-122.4576
37.7719,-122.4536
37.7705,-122.5113
37.744,-122.4216
37.7713,-122.5108
37.7531,-122.5046
37.7759,-122.4376
37.7643,-122.4127
37.7611,-122.4325
37.7361,-122.5063
37.7645,-122.4967
37.7811,-122.4025
37.7636,-122.4642
37.7808,-122.4761
37.7637,-122.4641
37.7642,-122.4674
37.7752,-122.465
37.7648,-122.4496
37.7572,-122.5091
37.7573,-122.5093
37.7667,-122.475
37.7473,-122.5058
37.7636,-122.4641
37.7606,-122.5042
37.7475,-122.5012
37.7606,-122.5042
37.7818,-122.4869
37.7636,-122.4641
37.7735,-122.4443
37.7605,-122.5042
37.765,-122.4498
37.7812,-122.4473
37.776,-122.4377
37.7635,-122.4835
37.7635,-122.4835
37.7583,-122.4261
37.7359,-122.5063
37.7622,-122.5068
37.7633,-122.422
37.7611,-122.4943
37.7632,-122.4855
37.7735,-122.4442
37.7529,-122.5057
37.7636,-122.4785
37.7479,-122.4251
37.762,-122.4782
37.7582,-122.4264
37.7641,-122.5051
37.7359,-122.5062
37.7698,-122.4823
37.7639,-122.4691
37.7632,-122.4839
37.7634,-122.4789
37.7627,-122.4985
37.7642,-122.4673
37.7641,-122.4674
37.7642,-122.4707
37.771,-122.4522
37.7643,-122.5015
37.7586,-122.4187
37.7877,-122.4507
37.7614,-122.4265
37.7695,-122.4501
37.7748,-122.4467
37.7734,-122.4442
37.7663,-122.4311
37.7867,-122.4593
37.769,-122.4534
37.7641,-122.4674
37.7384,-122.3897
37.7787,-122.416
37.7641,-122.4674
37.7641,-122.4707
37.7724,-122.4358
37.7724,-122.4358
37.7639,-122.4707
37.7641,-122.4674
37.7759,-122.4376
37.7751,-122.465
37.7643,-122.5008
37.7942,-122.4219
37.7641,-122.4674
37.7905,-122.4325
37.7639,-122.4707
37.7639,-122.4707
37.7748,-122.419
37.7641,-122.4707
37.7914,-122.391
37.7658,-122.4576
37.773,-122.5091
37.7629,-122.4901
37.7731,-122.4391
37.7824,-122.4424
37.7658,-122.4576
37.7774,-122.4418
37.7634,-122.4641
37.7634,-122.4641
37.7634,-122.4641
37.7634,-122.4641
37.7641,-122.4674
37.7641,-122.4674
37.7894,-122.4607
37.764,-122.5097
37.7645,-122.4956
37.7634,-122.4641
37.7866,-122.4534
37.764,-122.4706
37.7633,-122.4815
37.7923,-122.3971
37.7636,-122.4776
37.772,-122.4537
37.7697,-122.4685
37.7634,-122.4641
37.7634,-122.4641
37.7641,-122.4674
37.7731,-122.4391
37.7549,-122.4638
37.7636,-122.4642
37.7738,-122.4212
37.7407,-122.4659
37.7752,-122.4583
37.7639,-122.4707
37.7866,-122.4534
37.7634,-122.4641
37.7641,-122.4674
37.773,-122.5091
37.773,-122.5091
37.7817,-122.4928
37.7641,-122.4674
37.7532,-122.5054
37.772,-122.4371
37.7532,-122.5054
37.7723,-122.4359
37.7873,-122.4133
37.7748,-122.419
37.782,-122.4828
37.7641,-122.4674
37.7639,-122.4707
37.7635,-122.48
37.7631,-122.4682
37.7759,-122.4378
37.7641,-122.4674
37.7719,-122.4536
37.7759,-122.4378
37.7634,-122.4641
37.7639,-122.4707
37.7605,-122.4645
37.7695,-122.4436
37.7731,-122.4391
37.76,-122.508
37.7733,-122.4443
37.7639,-122.4707
37.7641,-122.4674
37.7712,-122.5113
37.7614,-122.4265
37.7691,-122.4517
37.7643,-122.4674
37.7639,-122.4707
37.7659,-122.4493
37.7714,-122.4058
37.7733,-122.4712
37.7641,-122.4674
37.7728,-122.509
37.7775,-122.4333
37.7692,-122.4341
37.7748,-122.4465
37.7634,-122.4307
37.7526,-122.509
37.7752,-122.3974
37.7641,-122.4674
37.7614,-122.4265
37.7734,-122.4273
37.773,-122.5091
37.7716,-122.5089
37.772,-122.4537
37.7825,-122.4425
37.7729,-122.509
37.7436,-122.4651
37.7733,-122.5097
37.772,-122.4537
37.7785,-122.5084
37.7752,-122.465
37.7724,-122.4359
37.7357,-122.5049
37.7662,-122.4311
37.7658,-122.4575
37.7639,-122.5097
37.7601,-122.4735
37.7605,-122.5044
37.772,-122.4587
37.78,-122.4944
37.7763,-122.4262
37.7492,-122.5081
37.7531,-122.5046
37.7643,-122.4674
37.7635,-122.478
37.775,-122.4649
37.7371,-122.5062
37.7394,-122.5072
37.8021,-122.4779
37.7635,-122.4641
37.7657,-122.4644
37.7949,-122.4215
37.7632,-122.4855
37.781,-122.4146
37.7801,-122.4559
37.764,-122.4783
37.7732,-122.5106
37.7622,-122.5063
37.7697,-122.45
37.7631,-122.4852
37.7626,-122.5071
37.7659,-122.4493
37.78,-122.5063
37.7222,-122.4532
37.7641,-122.4707
37.7804,-122.4728
37.7487,-122.4773
37.7759,-122.4377
37.7625,-122.3905
37.7729,-122.5091
37.738,-122.5011
37.7716,-122.4606
37.7869,-122.4429
37.7633,-122.4838
37.7635,-122.4641
37.7682,-122.4527
37.7635,-122.4806
37.7528,-122.5089
37.7612,-122.4892
37.7643,-122.5015
37.7726,-122.4897
37.7839,-122.4613
37.7612,-122.4893
37.7426,-122.4872
37.7654,-122.4768
37.7731,-122.4391
37.7825,-122.4424
37.7753,-122.4898
37.7642,-122.4674
37.7609,-122.505
37.7614,-122.4266
37.7475,-122.5011
37.7531,-122.5046
37.757,-122.5024
37.8002,-122.4417
37.7698,-122.4503
37.7817,-122.4447
37.795,-122.4378
37.7604,-122.5053
37.7502,-122.4772
37.7353,-122.4252
37.7687,-122.4151
37.7816,-122.4588
37.773,-122.4409
37.7438,-122.4995
37.7383,-122.4976
37.7659,-122.4491
37.7776,-122.4332
37.7383,-122.4976
37.7599,-122.5095
37.78,-122.4841
37.7759,-122.4376
37.7753,-122.4581
37.7419,-122.4996
37.7635,-122.4641
37.7423,-122.4875
37.7337,-122.491
37.7642,-122.4674
37.756,-122.4346
37.7659,-122.4985
37.7642,-122.4838
37.7643,-122.4674
37.7642,-122.4837
37.7425,-122.4902
37.7565,-122.5085
37.7615,-122.4493
37.7424,-122.4903
37.7626,-122.5005
37.7799,-122.4873
37.7565,-122.5092
37.7659,-122.4575
37.7356,-122.5049
37.7406,-122.4778
37.781,-122.4218
37.7623,-122.507
37.7623,-122.5094
37.782,-122.4828
37.7643,-122.4674
37.7623,-122.5092
37.7608,-122.5039
37.7643,-122.4674
37.7641,-122.4707
37.7636,-122.4641
37.7642,-122.4674
37.7749,-122.4382
37.7795,-122.4631
37.7819,-122.4828
37.7605,-122.5044
37.7867,-122.4198
37.7639,-122.4707
37.7655,-122.4784
37.7733,-122.4712
37.7614,-122.4265
37.7643,-122.4674
37.763,-122.4985
37.7752,-122.465
37.7679,-122.3952
37.7639,-122.4707
37.7779,-122.423
37.75,-122.473
37.7633,-122.4793
37.7604,-122.5048
37.797,-122.4147
37.7972,-122.4122
37.7489,-122.473
37.7811,-122.5032
37.7639,-122.4707
37.7752,-122.4583
37.7634,-122.4641
37.7719,-122.4338
37.772,-122.4537
37.7823,-122.4665
37.7815,-122.4588
37.7636,-122.4642
37.7729,-122.5091
37.7639,-122.4707
37.767,-122.4154
37.7805,-122.4319
37.7775,-122.4333
37.7741,-122.4239
37.772,-122.4537
37.767,-122.4154
37.7641,-122.4674
37.7634,-122.4641
37.7742,-122.4239
37.7964,-122.4169
37.7658,-122.4575
37.7622,-122.5093
37.7658,-122.4575
37.773,-122.5091
37.7817,-122.4928
37.7419,-122.5069
37.7852,-122.4647
37.7964,-122.4167
37.7639,-122.4707
37.7634,-122.4641
37.7873,-122.4133
37.7567,-122.421
37.7901,-122.4254
37.7641,-122.4707
37.7658,-122.4575
37.7643,-122.4953
37.7812,-122.4473
37.7658,-122.4575
37.7606,-122.5043
37.772,-122.4537
37.7658,-122.4576
37.7715,-122.5108
37.773,-122.5091
37.7658,-122.4575
37.7606,-122.5042
37.7719,-122.4538
37.7658,-122.4576
37.7658,-122.4576
37.7658,-122.4576
37.7658,-122.4576
37.772,-122.4537
37.773,-122.5091
37.7634,-122.4641
37.7879,-122.392
37.7896,-122.3945
37.7879,-122.3921
37.7529,-122.5057
37.7896,-122.3944
37.7896,-122.3945
37.7692,-122.434
37.7866,-122.4534
37.7606,-122.4628
37.7636,-122.4641
37.7925,-122.3974
37.7882,-122.3922
37.7882,-122.392
37.7898,-122.3946
37.7893,-122.3906
37.7879,-122.392
37.7897,-122.3945
37.7615,-122.5028
37.7895,-122.3904
37.7896,-122.3946
37.7641,-122.4674
37.7536,-122.4886
37.7552,-122.499
37.7539,-122.4889
37.7567,-122.5027
37.7775,-122.4333
37.7752,-122.465
37.7658,-122.4576
37.7631,-122.4266
37.7734,-122.4273
37.7844,-122.4393
37.7658,-122.4575
37.7643,-122.5015
37.7518,-122.4266
37.7639,-122.4707
37.7752,-122.465
37.7748,-122.4465
37.7824,-122.4394
37.7752,-122.465
37.772,-122.4537
37.7752,-122.465
37.7641,-122.4674
37.7752,-122.465
37.7659,-122.4493
37.7634,-122.4641
37.7554,-122.4915
37.7753,-122.458
37.7744,-122.458
37.7733,-122.4443
37.7751,-122.465
37.7768,-122.4175
37.7634,-122.4641
37.772,-122.4537
37.7634,-122.4641
37.7872,-122.3943
37.7641,-122.4674
37.7639,-122.4707
37.7639,-122.4707
37.7686,-122.4269
37.7686,-122.4268
37.7641,-122.4674
37.7759,-122.4378
37.7636,-122.4786
37.7546,-122.4915
37.8026,-122.4363
37.7639,-122.4707
37.7547,-122.4007
37.7557,-122.5087
37.7419,-122.5058
37.772,-122.4537
37.7639,-122.4707
37.7479,-122.425
37.7639,-122.4707
37.7639,-122.4707
37.7639,-122.4707
37.7752,-122.465
37.7209,-122.4831
37.7636,-122.4642
37.7641,-122.4674
37.7658,-122.3908
37.8043,-122.4335
37.7741,-122.4239
37.7723,-122.5097
37.765,-122.4815
37.7641,-122.4707
37.7741,-122.4238
37.7642,-122.4674
37.7741,-122.421
37.7646,-122.4956
37.7645,-122.4956
37.7419,-122.5069
37.773,-122.5091
37.7732,-122.481
37.7802,-122.5097
37.776,-122.4221
37.7559,-122.4776
37.7644,-122.4663
37.756,-122.4776
37.7749,-122.4189
37.7557,-122.4874
37.7817,-122.4929
37.7842,-122.4403
37.7639,-122.4707
37.7771,-122.4296
37.772,-122.4537
37.7802,-122.4184
37.7636,-122.4641
37.7636,-122.4641
37.7641,-122.4674
37.7835,-122.4312
37.773,-122.5091
37.772,-122.4537
37.7639,-122.4707
37.7692,-122.4269
37.7706,-122.4495
37.7729,-122.4895
37.7735,-122.416
37.7634,-122.4641
37.7639,-122.4707
37.764,-122.4707
37.7726,-122.4897
37.7769,-122.4174
37.7643,-122.4674
37.7866,-122.4534
37.7774,-122.4418
37.7723,-122.4357
37.7788,-122.4181
37.7735,-122.4159
37.7641,-122.4673
37.7659,-122.4493
37.773,-122.5091
37.772,-122.4537
37.749,-122.5074
37.7752,-122.4583
37.7529,-122.505
37.7383,-122.4987
37.787,-122.3942
37.753,-122.5057
37.7642,-122.4465
37.7688,-122.3952
37.7669,-122.4463
37.7658,-122.4576
37.773,-122.5091
37.7633,-122.4804
37.7692,-122.4338
37.7609,-122.4867
37.7604,-122.5093
37.7634,-122.4641
37.7639,-122.4707
37.7698,-122.4292
37.7639,-122.4707
37.7659,-122.4493
37.7824,-122.472
37.7741,-122.4239
37.7735,-122.427
37.8044,-122.4335
37.7751,-122.465
37.7274,-122.4761
37.772,-122.4537
37.7673,-122.5044
37.7644,-122.4663
37.7831,-122.511
37.7751,-122.465
37.7641,-122.4674
37.7731,-122.4391
37.7752,-122.465
37.7752,-122.4583
37.7639,-122.4707
37.7605,-122.5091
37.7768,-122.4566
37.7636,-122.4801
37.7524,-122.476
37.7875,-122.486
37.7717,-122.51
37.7752,-122.465
37.7736,-122.4444
37.772,-122.4537
37.7655,-122.4783
37.7639,-122.4707
37.7817,-122.4928
37.754,-122.4884
37.754,-122.4884
37.772,-122.4537
37.7583,-122.4261
37.7752,-122.465
37.782,-122.4828
37.7787,-122.4586
37.7965,-122.4169
37.7641,-122.4674
37.773,-122.5091
37.773,-122.5091
37.7631,-122.4856
37.8004,-122.4109
37.7808,-122.4761
37.7748,-122.4465
37.7724,-122.4356
37.7634,-122.4641
37.7641,-122.4674
37.7766,-122.4174
37.7639,-122.4707
37.773,-122.5091
37.7639,-122.4707
37.7634,-122.4641
37.7639,-122.4707
