start_lat,start_lng
37.7913,-122.4008
37.7933,-122.3991
37.7806,-122.4504
37.7681,-122.3946
37.7863,-122.4052
37.7803,-122.48
37.8003,-122.4258
37.3681,-121.9186
37.7884,-122.4223
37.3233,-121.915
37.8045,-122.4335
37.7895,-122.3905
37.7981,-122.4205
37.7717,-122.4224
37.7769,-122.4228
37.7823,-122.4074
37.7517,-122.4054
37.7577,-122.3919
37.7809,-122.4622
37.7817,-122.3996
37.7812,-122.4183
37.7328,-122.389
37.7751,-122.465
37.7716,-122.3867
37.3273,-121.8848
37.776,-122.4377
37.777,-122.4075
37.3839,-121.842
37.3821,-121.8367
37.8027,-122.436
37.7996,-122.4411
37.7966,-122.4104
37.3236,-121.887
37.7438,-122.427
37.7601,-122.4361
37.772,-122.3983
37.7708,-122.388
37.7773,-122.4249
37.7872,-122.4133
37.7808,-122.4039
37.7807,-122.4039
37.8047,-122.4033
37.331,-121.8868
37.331,-121.8869
37.3232,-121.9123
37.7868,-122.4419
37.7851,-122.4777
37.7831,-122.388
37.7592,-122.437
37.3253,-121.887
37.3322,-121.8893
37.7718,-122.3984
37.3253,-121.887
37.7693,-122.4269
37.7719,-122.3984
37.3408,-121.8798
37.7717,-122.3866
37.3418,-121.8785
37.7735,-122.4272
37.8005,-122.4109
37.3405,-121.8806
37.3253,-121.887
37.3356,-121.8874
37.336,-121.877
37.7677,-122.4324
37.3253,-121.887
37.776,-122.4378
37.3307,-121.8864
37.3736,-121.9221
37.7874,-122.4168
37.776,-122.4376
37.3736,-121.922
37.3236,-121.8869
37.7218,-122.4826
37.7669,-122.4759
37.7659,-122.4493
37.7694,-122.4531
37.3408,-121.8799
37.3387,-121.8783
37.3408,-121.8798
37.3374,-121.8856
37.3391,-121.9048
37.3364,-121.8767
37.3408,-121.8799
37.3407,-121.8798
37.3406,-121.8804
37.3391,-121.904
37.3359,-121.877
37.3452,-121.8843
37.3408,-121.8799
37.3413,-121.9106
37.3408,-121.8798
37.3408,-121.8799
37.3308,-121.891
37.3387,-121.8783
37.3408,-121.8798
37.341,-121.8801
37.7353,-122.5053
37.7614,-122.4265
37.7811,-122.4116
37.7614,-122.4265
37.334,-121.8949
37.8066,-122.4361
37.7994,-122.4409
37.7691,-122.3863
37.7551,-122.3909
37.7716,-122.4059
37.7869,-122.4013
37.7818,-122.3893
37.7806,-122.4504
37.7829,-122.4036
37.3359,-121.8774
37.34,-121.881
37.7717,-122.3867
37.7731,-122.4391
37.7964,-122.3946
37.2816,-121.8387
37.336,-121.8855
37.3031,-121.8708
37.3293,-121.8753
37.303,-121.8708
37.3048,-121.8631
37.3681,-121.9186
37.3274,-121.8848
37.8046,-122.402
37.7632,-122.4347
37.7811,-122.4474
37.7659,-122.4493
37.3031,-121.8709
37.3293,-121.8753
37.303,-121.8709
37.3139,-121.8656
37.3048,-121.8631
37.3161,-121.8714
37.303,-121.8708
37.3011,-121.9229
37.3293,-121.8753
37.7611,-122.4325
37.3048,-121.8631
37.7767,-122.4113
37.7854,-122.4318
37.3125,-121.8669
37.3293,-121.8753
37.3335,-121.877
37.779,-122.4466
37.2979,-121.8388
37.2936,-121.8361
37.7738,-122.4324
37.8048,-122.4033
37.7797,-122.437
37.7592,-122.4368
37.7812,-122.3999
37.7477,-122.4202
37.7809,-122.3949
37.7692,-122.4341
37.7815,-122.4588
37.7478,-122.4202
37.7616,-122.391
37.7477,-122.4202
37.7652,-122.4194
37.3293,-121.8753
37.3031,-121.8709
37.7893,-122.3904
37.7896,-122.4406
37.7529,-122.5046
37.7832,-122.388
37.7289,-122.3693
37.7976,-122.4188
37.8044,-122.4335
37.7662,-122.4312
37.8045,-122.4336
37.7885,-122.4354
37.7811,-122.3931
37.7888,-122.4046
37.8064,-122.4423
37.3212,-121.9033
37.7735,-122.4713
37.7318,-122.4512
37.7317,-122.4512
37.7658,-122.4575
37.7734,-122.4443
37.7842,-122.3907
37.768,-122.5008
37.7924,-122.4193
37.7727,-122.4423
37.7693,-122.4269
37.7689,-122.4657
37.7718,-122.511
37.7972,-122.3985
37.7906,-122.3946
37.7736,-122.4118
37.7592,-122.4368
37.7308,-122.428
37.7725,-122.3928
37.7724,-122.3928
37.7578,-122.3919
37.3037,-121.8608
37.7591,-122.4214
37.7882,-122.4204
37.8026,-122.4361
37.7984,-122.4221
37.7681,-122.3946
37.7582,-122.4262
37.3113,-121.8625
37.7777,-122.4332
37.7719,-122.4537
37.7505,-122.4337
37.7882,-122.4205
37.7596,-122.435
37.7752,-122.3975
37.772,-122.4537
37.7541,-122.3929
37.7719,-122.4537
37.3304,-121.8604
37.3321,-121.8785
37.332,-121.8816
37.3439,-121.8758
37.7851,-122.3896
37.7906,-122.4325
37.7735,-122.4119
37.7751,-122.465
37.7668,-122.3995
37.7704,-122.5113
37.7614,-122.4265
37.766,-122.4798
37.7906,-122.4324
37.343,-121.8846
37.7077,-122.4018
37.807,-122.4178
37.7777,-122.4332
37.7793,-122.3918
37.7718,-122.3867
37.7688,-122.4271
37.7888,-122.4306
37.3273,-121.9043
37.7903,-122.4524
37.7762,-122.3946
37.7765,-122.4081
37.3359,-121.8855
37.768,-122.4249
37.3371,-121.8832
37.7496,-122.4087
37.7614,-122.4265
37.7915,-122.4211
37.7762,-122.4262
37.7829,-122.432
37.7803,-122.4729
37.773,-122.4897
37.7941,-122.4218
37.7692,-122.3863
37.7792,-122.437
37.7926,-122.4344
37.3273,-121.9041
37.7879,-122.4302
37.7732,-122.4392
37.776,-122.4385
37.7669,-122.391
37.7693,-122.4269
37.7698,-122.4292
37.7658,-122.4576
37.7696,-122.4503
37.7817,-122.4929
37.7721,-122.5088
37.7798,-122.5083
37.7518,-122.4264
37.3694,-121.8349
37.7703,-122.5112
37.7854,-122.4319
37.7874,-122.4167
37.7872,-122.4134
37.7806,-122.4504
37.7616,-122.3909
37.7398,-122.3857
37.7768,-122.4172
37.7849,-122.3899
37.773,-122.5115
37.3268,-121.9046
37.797,-122.3954
37.3611,-121.907
37.7964,-122.4169
37.7986,-122.4075
37.7958,-122.4154
37.7701,-122.4154
37.765,-122.3991
37.7724,-122.4854
37.7602,-122.508
37.7506,-122.4337
37.7744,-122.4445
37.7712,-122.5113
37.7761,-122.4262
37.7666,-122.3982
37.7641,-122.4706
37.7602,-122.4261
37.7668,-122.4823
37.7635,-122.4641
37.7713,-122.4242
37.7757,-122.497
37.772,-122.4536
37.7477,-122.4202
37.7602,-122.5095
37.34,-121.8637
37.7734,-122.4443
37.7662,-122.4311
37.7763,-122.4532
37.795,-122.3934
37.7703,-122.5113
37.7719,-122.4538
37.8027,-122.436
37.802,-122.4017
37.7666,-122.3982
37.7964,-122.3945
37.7993,-122.4106
37.7648,-122.4219
37.7906,-122.4325
37.7777,-122.4546
37.791,-122.446
37.7824,-122.4395
37.7616,-122.391
37.7398,-122.3857
37.3627,-121.8692
37.3494,-121.8752
37.3627,-121.8692
37.3491,-121.8756
37.7591,-122.4649
37.766,-122.459
37.7583,-122.4261
37.7611,-122.4324
37.7599,-122.4101
37.7818,-122.4153
37.765,-122.399
37.7717,-122.3867
37.7894,-122.3904
37.7658,-122.4575
37.3566,-121.8637
37.7714,-122.4057
37.3064,-121.8458
37.8051,-122.4339
37.3627,-121.8692
37.3268,-121.8657
37.7473,-122.4114
37.7663,-122.4606
37.7642,-122.5101
37.7765,-122.4081
37.7896,-122.4407
37.3627,-121.8692
37.7915,-122.3911
37.7981,-122.4353
37.754,-122.4162
37.7637,-122.413
37.7617,-122.391
37.3493,-121.8747
37.3627,-121.8693
37.3277,-121.8625
37.7797,-122.404
37.7285,-122.4275
37.756,-122.419
37.776,-122.3932
37.7658,-122.4125
37.7831,-122.3879
37.7213,-122.4366
37.8045,-122.4335
37.7914,-122.4223
37.8004,-122.4109
37.7672,-122.4107
37.7731,-122.4392
37.7762,-122.4145
37.7887,-122.4046
37.7118,-122.4008
37.7568,-122.4231
37.7322,-122.4065
37.7807,-122.4319
37.7707,-122.4494
37.7823,-122.4655
37.7817,-122.4927
37.7823,-122.4654
37.7809,-122.4562
37.7362,-122.39
37.7811,-122.4474
37.729,-122.3793
37.7887,-122.4045
37.7615,-122.4242
37.7697,-122.4492
37.7604,-122.4108
37.7592,-122.4368
37.3386,-121.8959
37.7647,-122.3949
37.7903,-122.4207
37.3408,-121.8972
37.3368,-121.8898
37.7894,-122.3905
37.7633,-122.422
37.3321,-121.8766
37.7973,-122.3984
37.7895,-122.3905
37.8051,-122.4472
37.7914,-122.391
37.7774,-122.442
37.7658,-122.4576
37.7972,-122.3984
37.78,-122.5099
37.7473,-122.4114
37.7593,-122.4215
37.8028,-122.4133
37.7894,-122.3905
37.762,-122.4286
37.7622,-122.5062
37.7661,-122.4267
37.7803,-122.4067
37.7802,-122.4067
37.7423,-122.4895
37.7879,-122.3918
37.3656,-121.8678
37.3627,-121.8692
37.7506,-122.4338
37.3414,-121.9244
37.8026,-122.4361
37.8011,-122.4124
37.7759,-122.4378
37.7763,-122.4262
37.7562,-122.4189
37.7962,-122.4276
37.7637,-122.4155
37.8005,-122.4109
37.8027,-122.4359
37.7748,-122.4465
37.7529,-122.505
37.7818,-122.4154
37.7616,-122.3908
37.7398,-122.3857
37.7874,-122.3988
37.7673,-122.396
37.764,-122.4706
37.7774,-122.4422
37.8023,-122.4245
37.7691,-122.4518
37.7787,-122.4586
37.7648,-122.4322
37.7706,-122.4497
37.7682,-122.4494
37.7706,-122.4495
37.7671,-122.422
37.7706,-122.4497
37.7524,-122.476
37.7274,-122.4761
37.7719,-122.4537
37.7741,-122.4238
37.7748,-122.4189
37.7592,-122.4367
37.7763,-122.3944
37.7872,-122.3907
37.7872,-122.3904
37.8063,-122.4188
37.8054,-122.4439
37.8026,-122.4361
37.7693,-122.3863
37.7616,-122.391
37.7726,-122.4807
37.3818,-121.9264
37.3452,-121.8843
37.3066,-121.8639
37.3326,-121.8738
37.3453,-121.8844
37.3625,-121.9101
37.3454,-121.8844
37.3322,-121.8763
37.3334,-121.8755
37.759,-122.465
37.8048,-122.4033
37.7699,-122.4292
37.7512,-122.436
37.7803,-122.4067
37.7727,-122.4036
37.7915,-122.3911
37.8056,-122.4225
37.8054,-122.4238
37.8055,-122.4142
37.7749,-122.4277
37.7721,-122.43
37.7754,-122.4277
37.7846,-122.3885
37.7756,-122.4489
37.7764,-122.4811
37.7862,-122.4533
37.362,-121.9098
37.8028,-122.4132
37.7767,-122.4111
37.7854,-122.4401
37.7753,-122.458
37.7557,-122.5087
37.7385,-122.497
37.7649,-122.3948
37.7616,-122.3909
37.7451,-122.415
37.7856,-122.4196
37.7505,-122.4338
37.3402,-121.8805
37.337,-121.9055
37.343,-121.8889
37.3818,-121.9264
37.7724,-122.4358
37.7734,-122.4442
37.7694,-122.4854
37.8046,-122.4021
37.784,-122.4277
37.795,-122.4082
37.7718,-122.3867
37.3818,-121.9264
37.7755,-122.4158
37.8039,-122.4472
37.7614,-122.4266
37.3818,-121.9264
37.7755,-122.4158
37.3645,-121.9171
37.3415,-121.8921
37.7865,-122.4146
37.3818,-121.9264
37.7698,-122.4292
37.7698,-122.4292
37.3818,-121.9264
37.771,-122.4027
37.3554,-121.892
37.3387,-121.8843
37.3426,-121.8735
37.3818,-121.9264
37.771,-122.4027
37.7763,-122.4262
37.7874,-122.404
37.7717,-122.3867
37.717,-122.3907
37.3818,-121.9265
37.3406,-121.8923
37.7616,-122.391
37.7642,-122.4287
37.7743,-122.4095
37.7914,-122.3989
37.7664,-122.4102
37.7887,-122.4102
37.7385,-122.4958
37.3321,-121.8835
37.7692,-122.434
37.7761,-122.3935
37.7642,-122.4674
37.769,-122.4223
37.7859,-122.3998
37.7788,-122.4033
37.7503,-122.3906
37.7648,-122.4287
37.7741,-122.4239
37.7616,-122.3908
37.7412,-122.5056
37.3297,-121.9016
37.2945,-121.9311
37.3818,-121.9264
37.3297,-121.9018
37.3452,-121.8843
37.343,-121.8889
37.3065,-121.8639
37.7715,-122.5108
37.7956,-122.4254
37.7916,-122.4348
37.7461,-122.402
37.77,-122.4233
37.7616,-122.3908
37.7873,-122.4134
37.7873,-122.4134
37.7818,-122.4153
37.7818,-122.4153
37.7918,-122.4479
37.7639,-122.4771
37.7616,-122.3908
37.361,-121.907
37.7635,-122.3908
37.79,-122.4094
37.7633,-122.4308
37.7734,-122.4713
37.7862,-122.4734
37.7592,-122.4215
37.7568,-122.5023
37.7775,-122.442
37.7823,-122.3916
37.7883,-122.4001
37.766,-122.4266
37.7592,-122.4214
37.7765,-122.4081
37.7955,-122.3943
37.7609,-122.4333
37.764,-122.4707
37.7965,-122.3946
37.3227,-121.9474
37.8003,-122.4411
37.8056,-122.422
37.7943,-122.3952
37.7592,-122.4215
37.7471,-122.4137
37.7486,-122.4066
37.7693,-122.5113
37.752,-122.4231
37.7552,-122.4209
37.7872,-122.4133
37.7703,-122.3912
37.7616,-122.3909
37.7946,-122.3949
37.7902,-122.4019
37.7473,-122.4114
37.7949,-122.4215
37.7753,-122.4581
37.7591,-122.4215
37.7611,-122.4325
37.77,-122.4154
37.7855,-122.4195
37.7601,-122.5059
37.7634,-122.4827
37.7451,-122.4189
37.7833,-122.4311
37.7616,-122.3909
37.7512,-122.4337
37.7513,-122.4337
37.7943,-122.3963
37.772,-122.4537
37.7964,-122.3946
37.7905,-122.4014
37.7729,-122.509
37.7473,-122.4114
37.7896,-122.4408
37.7768,-122.4171
37.7582,-122.4336
37.8063,-122.4222
37.7731,-122.4391
37.802,-122.442
37.759,-122.4114
37.772,-122.4338
37.7759,-122.4376
37.7693,-122.4269
37.7726,-122.4508
37.773,-122.4853
37.7554,-122.3886
37.795,-122.4469
37.7774,-122.4238
37.8021,-122.478
37.7526,-122.4207
37.7721,-122.452
37.7509,-122.4277
37.7903,-122.4018
37.7717,-122.3867
37.7693,-122.4269
37.7779,-122.4228
37.7732,-122.4853
37.7922,-122.4074
37.7719,-122.4338
37.801,-122.4432
37.7563,-122.5068
37.7905,-122.4021
37.7896,-122.4407
37.7473,-122.4114
37.751,-122.4121
37.7473,-122.4113
37.7693,-122.427
37.7824,-122.4074
37.7867,-122.4182
37.7752,-122.4294
37.7697,-122.4104
37.7703,-122.3912
37.7965,-122.4168
37.7736,-122.4118
37.7642,-122.4674
37.7642,-122.4707
37.7735,-122.481
37.7736,-122.481
37.7908,-122.44
37.4048,-121.9315
37.4012,-121.9419
37.3537,-121.8705
37.793,-122.4753
37.7805,-122.4665
37.8019,-122.4434
37.741,-122.4053
37.7611,-122.4325
37.3681,-121.9187
37.7885,-122.4354
37.7826,-122.4849
37.7844,-122.4394
37.3375,-121.8886
37.7914,-122.3911
37.7795,-122.4632
37.8048,-122.4033
37.7953,-122.3943
37.8047,-122.4033
37.3537,-121.8705
37.7639,-122.5097
37.7854,-122.4087
37.3351,-121.9083
37.3315,-121.9123
37.7772,-122.4297
37.7758,-122.4283
37.7819,-122.4309
37.7467,-122.4143
37.7763,-122.4262
37.772,-122.4537
37.7754,-122.458
37.7763,-122.4812
37.7812,-122.4263
37.7772,-122.4296
37.7946,-122.3949
37.7779,-122.423
37.7789,-122.3968
37.3254,-121.8767
37.3396,-121.8845
37.7942,-122.4219
37.3386,-121.8842
37.7843,-122.4392
37.7951,-122.4083
37.772,-122.4537
37.769,-122.4223
37.7498,-122.489
37.7614,-122.4265
37.7421,-122.4986
37.3338,-121.9088
37.7757,-122.4585
37.7726,-122.3929
37.7863,-122.4052
37.7663,-122.4311
37.7724,-122.3928
37.8016,-122.4077
37.3254,-121.8766
37.7777,-122.4332
37.7718,-122.3984
37.7519,-122.4861
37.7861,-122.4745
37.7816,-122.4588
37.7865,-122.4024
37.7585,-122.4641
37.7663,-122.4535
37.7954,-122.4048
37.7914,-122.4229
37.7914,-122.4228
37.7924,-122.4195
37.7924,-122.4195
37.7924,-122.4195
37.7981,-122.4205
37.8044,-122.4335
37.3371,-121.8833
37.7873,-122.4133
37.7759,-122.4376
37.773,-122.509
37.3361,-121.895
37.773,-122.5091
37.7819,-122.4828
37.7748,-122.4468
37.7736,-122.4713
37.8028,-122.4132
37.7941,-122.4217
37.7592,-122.4214
37.8054,-122.4136
37.794,-122.4217
37.7592,-122.4215
37.7693,-122.4269
37.7692,-122.4341
37.7953,-122.3998
37.7891,-122.3971
37.7749,-122.4467
37.3806,-121.9374
37.3238,-121.9002
37.8023,-122.4244
37.3322,-121.9045
37.3368,-121.8942
37.8014,-122.4249
37.3299,-121.9024
37.339,-121.884
37.3486,-121.8939
37.7873,-122.4133
37.8045,-122.4234
37.7888,-122.4338
37.7668,-122.3905
37.7533,-122.4055
37.7767,-122.4112
37.3297,-121.9016
37.7888,-122.4338
37.7746,-122.4075
37.7834,-122.431
37.7661,-122.4265
37.7914,-122.3895
37.3318,-121.9085
37.765,-122.4495
37.3297,-121.9018
37.8023,-122.4244
37.7473,-122.4115
37.7872,-122.4132
37.8005,-122.4109
37.7951,-122.4043
37.8023,-122.4244
37.3508,-121.9021
37.3325,-121.9048
37.3368,-121.8943
37.3368,-121.8942
37.3369,-121.8942
37.3445,-121.8927
37.744,-122.4217
37.3329,-121.9003
37.3393,-121.9045
37.3806,-121.9375
37.3806,-121.9374
37.7357,-122.4968
37.331,-121.902
37.716,-122.4399
37.785,-122.4776
37.7905,-122.4325
37.8023,-122.4244
37.7904,-122.3965
37.343,-121.8845
37.7969,-122.4373
37.767,-122.391
37.7692,-122.4341
37.3397,-121.9068
37.7967,-122.4012
37.7384,-122.4991
37.3309,-121.8572
37.7735,-122.4271
37.7698,-122.4292
37.7659,-122.4493
37.7508,-122.4161
37.784,-122.3988
37.7837,-122.4083
37.7475,-122.427
37.7551,-122.4121
37.303,-121.8708
37.3031,-121.8715
37.303,-121.8708
37.303,-121.8708
37.303,-121.871
37.334,-121.8776
37.3441,-121.8745
37.7707,-122.4867
37.772,-122.4537
37.7651,-122.4219
37.7796,-122.4631
37.7362,-122.5057
37.7444,-122.4105
37.7772,-122.3952
37.7905,-122.4026
37.7807,-122.4504
37.7897,-122.4015
37.7758,-122.4241
37.7728,-122.4105
37.7555,-122.4085
37.7824,-122.4396
37.7432,-122.4639
37.7557,-122.42
37.3322,-121.9124
37.3406,-121.8923
37.771,-122.4469
37.7854,-122.4053
37.3358,-121.8901
37.7719,-122.4338
37.79,-122.4017
37.7811,-122.4474
37.336,-121.8777
37.7559,-122.4112
37.336,-121.8776
37.3386,-121.8959
37.3524,-121.887
37.7671,-122.4155
37.7791,-122.437
37.7871,-122.4092
37.7724,-122.4358
37.8028,-122.4132
37.725,-122.4614
37.776,-122.4458
37.7357,-122.5052
37.7357,-122.5049
37.7906,-122.4324
37.7818,-122.4474
37.7654,-122.4537
37.7669,-122.3909
37.7736,-122.4118
37.3329,-121.9115
37.7742,-122.4239
37.7747,-122.4189
37.8045,-122.4335
37.7692,-122.427
37.7592,-122.4369
37.7576,-122.4379
37.7861,-122.4079
37.7816,-122.4588
37.7654,-122.5037
37.779,-122.4369
37.7943,-122.4345
37.7778,-122.423
37.7658,-122.4575
37.7744,-122.51
37.7851,-122.4777
37.322,-121.9254
37.7784,-122.4027
37.7801,-122.5093
37.7747,-122.419
37.7839,-122.3987
37.3091,-121.8999
37.7727,-122.4036
37.7839,-122.3988
37.7692,-122.427
37.7979,-122.4059
37.7443,-122.4397
37.7906,-122.4325
37.316,-121.9331
37.7727,-122.4036
37.7408,-122.4584
37.8026,-122.4361
37.7719,-122.4537
37.8005,-122.4467
37.7812,-122.4075
37.7788,-122.4182
37.7531,-122.4061
37.364,-121.9102
37.3165,-121.9237
37.8046,-122.4335
37.7789,-122.4159
37.7595,-122.4109
37.7744,-122.4094
37.8045,-122.4336
37.7631,-122.4265
37.3201,-121.8778
37.7595,-122.4109
37.7817,-122.4928
37.7867,-122.4534
37.8089,-122.4116
37.7728,-122.5097
37.317,-121.8755
37.764,-122.4707
37.7726,-122.3929
37.7765,-122.4081
37.3222,-121.8797
37.3303,-121.8605
37.326,-121.9124
37.326,-121.9124
37.7753,-122.4071
37.7596,-122.4099
37.7531,-122.4163
37.7594,-122.4109
37.7753,-122.4071
37.334,-121.8774
37.7906,-122.4325
37.7999,-122.3986
37.7991,-122.4341
37.3235,-121.8781
37.3285,-121.8811
37.3416,-121.8871
37.3412,-121.9033
37.7912,-122.399
37.8023,-122.4244
37.794,-122.403
37.7843,-122.4395
37.7867,-122.4334
37.7765,-122.4081
37.7754,-122.4072
37.7605,-122.4107
37.7641,-122.4128
37.7595,-122.4109
37.3611,-121.9089
37.3311,-121.8795
37.3621,-121.9096
37.3125,-121.8671
37.3459,-121.8982
37.7672,-122.391
37.7611,-122.4324
37.7908,-122.4175
37.7865,-122.3992
37.3364,-121.8863
37.7626,-122.4127
37.7977,-122.4234
37.7694,-122.4316
37.7444,-122.4854
37.7518,-122.4055
37.3088,-121.8483
37.7884,-122.4084
37.3088,-121.8483
37.7436,-122.4269
37.7874,-122.4168
37.7961,-122.4437
37.7437,-122.427
37.8036,-122.4227
37.7668,-122.511
37.7697,-122.4037
37.7838,-122.4137
37.7555,-122.4085
37.7837,-122.4495
37.7974,-122.3984
37.8022,-122.4231
37.7583,-122.4262
37.7776,-122.4182
37.7672,-122.4493
37.729,-122.4042
37.7874,-122.4168
37.7714,-122.4057
37.7724,-122.4252
37.8004,-122.4109
37.3022,-121.9265
37.7724,-122.4669
37.7421,-122.4947
37.7874,-122.4167
37.7671,-122.4154
37.7735,-122.4442
37.7763,-122.4262
37.7922,-122.4587
37.7728,-122.5091
37.7616,-122.3908
37.7632,-122.4854
37.7694,-122.4531
37.3286,-121.9177
37.7658,-122.4575
37.7305,-122.3814
37.7636,-122.4495
37.7872,-122.4717
37.785,-122.4776
37.7936,-122.4263
37.7757,-122.4979
37.7882,-122.4221
37.7666,-122.3982
37.7795,-122.4632
37.7811,-122.4473
37.7719,-122.4337
37.7719,-122.4338
37.7837,-122.4345
37.771,-122.4466
37.7731,-122.4391
37.7885,-122.4084
37.7616,-122.3909
37.7891,-122.4035
37.773,-122.4377
37.7891,-122.4846
37.7874,-122.4166
37.8008,-122.4565
37.7659,-122.4575
37.7802,-122.4729
37.7809,-122.3948
37.7849,-122.4008
37.7724,-122.3929
37.8023,-122.4245
37.8057,-122.4205
37.7736,-122.4713
37.7626,-122.5073
37.7633,-122.4794
37.7725,-122.3929
37.776,-122.4953
37.7757,-122.4317
37.8026,-122.4362
37.7711,-122.4027
37.7694,-122.4297
37.8026,-122.4361
37.7757,-122.4318
37.7739,-122.4212
37.798,-122.4324
37.7964,-122.4169
37.7583,-122.4261
37.7604,-122.4107
37.3175,-121.9216
37.7734,-122.4161
37.7763,-122.4262
37.7657,-122.4369
37.7791,-122.5122
37.7838,-122.4085
37.7916,-122.3897
37.3238,-121.9449
37.7725,-122.3928
37.7713,-122.4449
37.3622,-121.9087
37.8023,-122.4244
37.773,-122.509
37.7477,-122.4202
37.8056,-122.4061
37.8055,-122.4061
37.795,-122.4219
37.7651,-122.4219
37.775,-122.4314
37.7554,-122.3886
37.7643,-122.4025
37.7811,-122.4118
37.7865,-122.45
37.8005,-122.4382
37.7725,-122.3927
37.7794,-122.4138
37.7624,-122.5063
37.7748,-122.4468
37.3253,-121.9348
37.7803,-122.4728
37.7778,-122.4229
37.7896,-122.4407
37.7875,-122.4872
37.7808,-122.4763
37.7867,-122.3998
37.7582,-122.4261
37.7631,-122.4852
37.7582,-122.4261
37.7888,-122.4263
37.7983,-122.4223
37.785,-122.4776
37.7848,-122.4581
37.7694,-122.4264
37.7731,-122.4391
37.7749,-122.4188
37.7724,-122.4359
37.7723,-122.4358
37.7738,-122.4321
37.4035,-121.9365
37.7837,-122.4083
37.7779,-122.4229
37.7885,-122.4354
37.7951,-122.4219
37.7918,-122.4586
37.7625,-122.3906
37.755,-122.4258
37.7693,-122.4069
37.7819,-122.4123
37.3383,-121.8845
37.7583,-122.4261
37.7918,-122.4477
37.3486,-121.8649
37.331,-121.8783
37.7907,-122.4025
37.7568,-122.5023
37.7856,-122.3968
37.7776,-122.4331
37.3137,-121.9447
37.7414,-122.4529
37.7868,-122.4534
37.7697,-122.4535
37.772,-122.4537
37.7616,-122.3909
37.7533,-122.4055
37.7554,-122.3888
37.8023,-122.4245
37.8023,-122.4243
37.7552,-122.4211
37.7417,-122.5054
37.7534,-122.4153
37.3386,-121.8958
37.7659,-122.4492
37.7659,-122.4493
37.7616,-122.3909
37.7751,-122.465
37.7751,-122.465
37.7724,-122.3928
37.7992,-122.4341
37.7937,-122.4106
37.8002,-122.4258
37.8002,-122.4257
37.7905,-122.4023
37.774,-122.4301
37.3232,-121.9313
37.7824,-122.4424
37.3468,-121.9065
37.8023,-122.4244
37.334,-121.8949
37.7637,-122.4156
37.7837,-122.4084
37.7892,-122.4011
37.7607,-122.4149
37.7956,-122.415
37.7824,-122.4395
37.7716,-122.3867
37.7997,-122.4345
37.7711,-122.4107
37.7809,-122.3949
37.8077,-122.4198
37.7066,-122.4589
37.763,-122.4266
37.7648,-122.4013
37.7788,-122.4182
37.7887,-122.4034
37.7615,-122.412
37.767,-122.4107
37.7751,-122.4649
37.4054,-121.9246
37.4038,-121.9265
37.7738,-122.4212
37.7158,-122.4396
37.765,-122.399
37.7643,-122.4026
37.7857,-122.4142
37.7948,-122.4236
37.7964,-122.4169
37.8057,-122.4131
37.7956,-122.4218
37.787,-122.3951
37.7716,-122.4169
37.7616,-122.3909
37.3286,-121.9177
37.7728,-122.4373
37.7964,-122.3946
37.781,-122.4218
37.7877,-122.4848
37.8005,-122.4109
37.7999,-122.4438
37.7771,-122.3953
37.7616,-122.3908
37.7616,-122.391
37.3349,-121.9027
37.3405,-121.8805
37.3385,-121.8856
37.3328,-121.9132
37.3413,-121.8794
37.3351,-121.9154
37.7875,-122.4168
37.3418,-121.8973
37.3379,-121.8921
37.3428,-121.8958
37.3359,-121.8913
37.7702,-122.5113
37.7702,-122.5113
37.8048,-122.4033
37.7963,-122.3945
37.7634,-122.4074
37.7635,-122.4076
37.7701,-122.4118
37.7871,-122.3947
37.7768,-122.4076
37.7838,-122.4084
37.7766,-122.4113
37.7537,-122.4185
37.7925,-122.4344
37.7757,-122.4326
37.326,-121.9124
37.3406,-121.9213
37.338,-121.9196
37.3165,-121.9222
37.3095,-121.9287
37.3442,-121.8337
37.3317,-121.9064
37.3571,-121.8513
37.3272,-121.9101
37.3412,-121.9033
37.3582,-121.8336
37.3319,-121.9064
37.3243,-121.9003
37.7836,-122.4829
37.7773,-122.442
37.7636,-122.4641
37.781,-122.5053
37.798,-122.4059
37.7955,-122.3944
37.8004,-122.411
37.3349,-121.8958
37.3412,-121.91
37.7514,-122.498
37.753,-122.5084
37.7722,-122.4597
37.7729,-122.4803
37.753,-122.5046
37.753,-122.5046
37.7541,-122.4829
37.7607,-122.5039
37.781,-122.4117
37.7634,-122.4307
37.772,-122.4197
37.7856,-122.4086
37.7601,-122.4328
37.7748,-122.4378
37.7749,-122.4378
37.7834,-122.4311
37.7737,-122.4093
37.7694,-122.4298
37.7639,-122.5097
37.8004,-122.4108
37.714,-122.4411
37.7635,-122.4075
37.782,-122.4828
37.7889,-122.4037
37.789,-122.4038
37.7771,-122.4296
37.3348,-121.8958
37.3331,-121.8756
37.763,-122.4115
37.3358,-121.8901
37.3144,-121.9047
37.3315,-121.8934
37.7646,-122.4104
37.8005,-122.4109
37.8023,-122.4245
37.3081,-121.9139
37.3144,-121.9047
37.3201,-121.8979
37.3371,-121.8832
37.3355,-121.8871
37.2814,-121.8383
37.2814,-121.8383
37.7603,-122.4658
37.7592,-122.4368
37.756,-122.4257
37.7733,-122.4391
37.7233,-122.4551
37.3144,-121.9047
37.3495,-121.8877
37.7978,-122.4234
37.7839,-122.4084
37.7668,-122.3996
37.7477,-122.4202
